review_id,debate_section_id,question_id,question_no,question_date,asked_by_name,to_minister_or_department,question_text,human_topic_tags_json,human_question_intents_json,human_missing_topic_notes,reviewer_notes
WPQG090,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-06-16/writtens/dbsect_227,https://data.oireachtas.ie/ie/oireachtas/question/2026-06-16/pq_341,341,2026-06-16,Malcolm Byrne,Transport,341. Deputy Malcolm Byrne asked the Minister for Transport to provide an update on the development of the South Wicklow Greenway; the amount of the sum allocated by his Department to the project which has been drawn down to date; the actions taken on foot of that drawdown; and if he will make a statement on the matter. [45868/26],,,,
WPQG091,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-06-18/writtens/dbsect_496,https://data.oireachtas.ie/ie/oireachtas/question/2026-06-18/pq_508,508,2026-06-18,Michael Murphy,Health,"508. Deputy Michael Murphy asked the Minister for Health if a specific recovery plan exists for orthodontic services in South Tipperary; the targets, milestones and timelines contained within such a plan; the expected reduction in waiting times arising from it; and if she will make a statement on the matter. [46620/26]",,,,
WPQG092,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-06-23/writtens/dbsect_170,https://data.oireachtas.ie/ie/oireachtas/question/2026-06-23/pq_153,153,2026-06-23,Seán Ó Fearghaíl,Defence,"153. Deputy Seán Ó Fearghaíl asked the Minister for Defence if she will detail the total expenditure incurred by her Department in each of the years 2021, 2022, 2023, 2024, 2025, and to date in 2026 on environmental clean-ups carried out on the Curragh Plains, County Kildare, arising from illegal encampments and associated fly-tipping; and if she will make a statement on the matter. [47488/26]",,,,
WPQG093,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-06-23/writtens/dbsect_617,https://data.oireachtas.ie/ie/oireachtas/question/2026-06-23/pq_667,667,2026-06-23,David Cullinane,Health,"667. Deputy David Cullinane asked the Minister for Health whether HIQA was notified, in accordance with Regulation 31 of the Health Act 2007 (Care and Welfare of Residents in Designated Centres for Older People) Regulations 2013, following the safeguarding incident known publicly as the ""Emily"" case; if so, the date and category of such notification; and whether HIQA considered or exercised its powers under Section 9 of the Health Act 2007 to investigate the circumstances surrounding that incident. [46852/26]",,,,
WPQG094,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-06-30/writtens/dbsect_571,https://data.oireachtas.ie/ie/oireachtas/question/2026-06-30/pq_744,744,2026-06-30,Marian Harkin,Health,744. Deputy Marian Harkin asked the Minister for Health for an update on the number of maternity posts in Sligo University Hospital (details supplied); and if she will make a statement on the matter. [48751/26],,,,
WPQG096,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-07-07/writtens/dbsect_242,https://data.oireachtas.ie/ie/oireachtas/question/2026-07-07/pq_243,243,2026-07-07,Conor D McGuinness,Finance,"243. Deputy Conor D. McGuinness asked the Tánaiste and Minister for Finance the estimated full-year yield if the residential zoned land tax increased to 7%, if the land's annual value is based on 2025 figures. [50946/26]",,,,
WPQG097,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-07-07/writtens/dbsect_344,https://data.oireachtas.ie/ie/oireachtas/question/2026-07-07/pq_357,357,2026-07-07,Jen Cummins,Education,"357. Deputy Jen Cummins asked the Minister for Education and Youth whether her Department requested a school (details supplied) to accommodate an additional junior infant class for the 2026-2027 school year; if her Department has refused to allocate an additional classroom teacher to the school notwithstanding that request; if her Department considered the impact of that refusal on existing pupils, including the potential amalgamation of two senior infant classes into a first class grouping of approximately 34 pupils. [51173/26]",,,,
WPQG097,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-07-07/writtens/dbsect_344,https://data.oireachtas.ie/ie/oireachtas/question/2026-07-07/pq_358,358,2026-07-07,Jen Cummins,Education,"358. Deputy Jen Cummins asked the Minister for Education and Youth the staffing schedule, enrolment data, circular or criteria that were relied upon in refusing the additional teacher in a school (details supplied). [51174/26]",,,,
WPQG095,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-07-07/writtens/dbsect_118,https://data.oireachtas.ie/ie/oireachtas/question/2026-07-07/pq_93,93,2026-07-07,Conor D McGuinness,Foreign,"93. Deputy Conor D. McGuinness asked the Minister for Foreign Affairs and Trade the number of occasions in 2025 and to date in 2026 where the Irish ambassador based in Indonesia has met formally with the Indonesian president, in tabular form. [50948/26]",,,,
WPQG098,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-07-14/writtens/dbsect_305,https://data.oireachtas.ie/ie/oireachtas/question/2026-07-14/pq_299,299,2026-07-14,Darren O'Rourke,Education,299. Deputy Darren O'Rourke asked the Minister for Education and Youth the measures she is taking to address the shortage of teachers in Ireland; and if she will make a statement on the matter. [52963/26],,,,
WPQG099,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-07-28/writtens/dbsect_1347,https://data.oireachtas.ie/ie/oireachtas/question/2026-07-28/pq_1595,1595,2026-07-28,Barry Ward,Housing,"1595. Deputy Barry Ward asked the Minister for Housing, Local Government and Heritage the position regarding the mechanisms in place to ensure that any rental properties advertised as being available Monday to Friday are compliant with all rental legislation; and if he will make a statement on the matter. [54892/26]",,,,
WPQG099,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-07-28/writtens/dbsect_1347,https://data.oireachtas.ie/ie/oireachtas/question/2026-07-28/pq_1596,1596,2026-07-28,Barry Ward,Housing,"1596. Deputy Barry Ward asked the Minister for Housing, Local Government and Heritage his views on whether the RTB is sufficiently equipped to ensure that any rental properties advertised as being available Monday to Friday are compliant with all rental legislation; and if he will make a statement on the matter. [54893/26]",,,,
WPQG100,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-07-28/writtens/dbsect_1688,https://data.oireachtas.ie/ie/oireachtas/question/2026-07-28/pq_2052,2052,2026-07-28,Richard Boyd Barrett,Social,2052. Deputy Richard Boyd Barrett asked the Minister for Social Protection the estimated yearly cost of index linking disability related payments and carer’s allowance; and if he will make a statement on the matter. [57920/26],,,,
